"date_t";"SP500";"ret"
1928-01-03;17.7600002288818;NA
1928-01-04;17.7199993133545;-0.00225230377318875
1928-01-05;17.5499992370605;-0.00959368413551953
1928-01-06;17.6599998474121;0.00626784131815072
1928-01-09;17.5;-0.00906001408802704
1928-01-10;17.3700008392334;-0.00742852347237721
1928-01-11;17.3500003814697;-0.00115143677589802
1928-01-12;17.4699993133545;0.00691636479806235
1928-01-13;17.5799999237061;0.00629654348454811
1928-01-16;17.2900009155273;-0.016495961856499
1928-01-17;17.2999992370605;0.000578271891485294
1928-01-18;17.2600002288818;-0.0023120814995774
1928-01-19;17.3799991607666;0.00695242933334184
1928-01-20;17.4799995422363;0.00575376215756473
1928-01-23;17.6399993896484;0.00915330958822436
1928-01-24;17.7099990844727;0.0039682368053422
1928-01-25;17.5200004577637;-0.0107283250441027
1928-01-26;17.6299991607666;0.00627846461922821
1928-01-27;17.6900005340576;0.00340336790398377
1928-01-30;17.4899997711182;-0.0113058652855551
1928-01-31;17.5699996948242;0.00457403800760248
1928-02-01;17.5300006866455;-0.00227655144413541
1928-02-02;17.6299991607666;0.00570441929287968
1928-02-03;17.3999996185303;-0.0130459190689109
1928-02-06;17.4500007629395;0.00287362905203348
1928-02-07;17.4400005340576;-0.00057307899396053
1928-02-08;17.4899997711182;0.00286692864274318
1928-02-09;17.5499992370605;0.00343050124228483
1928-02-10;17.5400009155273;-0.000569704955433292
1928-02-14;17.4400005340576;-0.00570127572691292
1928-02-15;17.3999996185303;-0.0022936304072485
1928-02-16;17.3500003814697;-0.00287351943429359
1928-02-17;17.0400009155273;-0.0178674039842368
1928-02-20;16.9500007629395;-0.00528169881175766
1928-02-21;17.1100006103516;0.00943951859647951
1928-02-23;17.1299991607666;0.00116882230868764
1928-02-24;17.1800003051758;0.00291892275883465
1928-02-27;17.1100006103516;-0.00407448740283956
1928-02-28;17.1599998474121;0.00292222298521128
1928-02-29;17.2600002288818;0.00582752810949505
1928-03-01;17.2999992370605;0.00231743960882325
1928-03-02;17.2999992370605;0
1928-03-05;17.5699996948242;0.0156069635647884
1928-03-06;17.6700000762939;0.00569154144602435
1928-03-07;17.5799999237061;-0.0050933872212392
1928-03-08;17.6399993896484;0.00341293891938399
1928-03-09;17.9300003051758;0.016439961766525
1928-03-12;18;0.0039040543018849
1928-03-13;17.9200000762939;-0.00444444020589196
1928-03-14;17.9300003051758;0.000558048484333717
1928-03-15;18.0699996948242;0.00780810860376979
1928-03-16;18.2600002288818;0.0105146949234338
1928-03-19;18.3600006103516;0.00547647208194202
1928-03-20;18.4599990844727;0.00544653980374665
1928-03-21;18.6499996185303;0.0102925538180245
1928-03-22;18.6000003814697;-0.00268092429400746
1928-03-23;18.7800006866455;0.00967743556366307
1928-03-26;19.0499992370605;0.0143769190917569
1928-03-27;18.9400005340576;-0.00577421036264059
1928-03-28;18.8899993896484;-0.00263997587113418
1928-03-29;18.9500007629395;0.00317635655001114
1928-03-30;19.2800006866455;0.0174142432939335
1928-04-02;18.9099998474121;-0.0191909142145251
1928-04-03;19.0200004577637;0.00581706035109342
1928-04-04;18.9899997711182;-0.00157732312951975
1928-04-05;19.2299995422363;0.0126382187472787
1928-04-09;19.2700004577637;0.00208013086217118
1928-04-10;19.1000003814697;-0.0088220068632876
1928-04-11;19.4400005340576;0.0178010547537868
1928-04-12;19.4099998474121;-0.00154324515541804
1928-04-13;19.7299995422363;0.0164863316506869
1928-04-16;19.6800003051758;-0.00253417324990368
1928-04-17;19.5200004577637;-0.00813007342129102
1928-04-18;19.5200004577637;0
1928-04-19;19.6299991607666;0.00563517932496671
1928-04-20;19.3400001525879;-0.0147732562698381
1928-04-23;19.1499996185303;-0.00982422608886035
1928-04-24;19.25;0.00522195213899446
1928-04-25;19.3299999237061;0.00415584019252235
1928-04-26;19.4699993133545;0.00724259649255066
1928-04-27;19.6800003051758;0.0107858756665311
1928-04-30;19.75;0.00355689500704992
1928-05-01;19.7800006866455;0.00151902210863342
1928-05-02;19.8299999237061;0.00252776720550396
1928-05-03;19.9300003051758;0.00504288360335181
1928-05-04;20.2399997711182;0.0155544135070522
1928-05-07;20.4099998474121;0.00839921335061122
1928-05-08;20.2700004577637;-0.00685935280230732
1928-05-09;20.2399997711182;-0.00148005357513536
1928-05-10;20.2099990844727;-0.00148224738067038
1928-05-11;20.3600006103516;0.0074221441204394
1928-05-14;20.4400005340576;0.00392926921944103
1928-05-15;20.3899993896484;-0.00244623987782522
1928-05-16;20.0499992370605;-0.0166748485907509
1928-05-17;20.1200008392334;0.00349135186217175
1928-05-18;19.9200000762939;-0.00994039535771085
1928-05-21;19.6299991607666;-0.0145582788361764
1928-05-22;19.3600006103516;-0.0137543842057146
1928-05-23;19.75;0.0201445959376627
1928-05-24;19.8700008392334;0.00607599185991892
1928-05-25;19.8999996185303;0.00150975229138606
1928-05-28;19.5699996948242;-0.016582911056881
1928-05-29;19.8199996948242;0.0127746552835215
1928-05-31;20;0.00908175115778564
1928-06-01;20.0699996948242;0.00349998474121094
1928-06-04;19.7999992370605;-0.0134529378111202
1928-06-05;19.8500003814697;0.0025253104210019
1928-06-06;19.6599998474121;-0.00957181513381655
1928-06-07;19.6100006103516;-0.00254319620796584
1928-06-08;19.3700008392334;-0.0122386416954763
1928-06-11;18.6800003051758;-0.0356221220527797
1928-06-12;18.3400001525879;-0.0182012926677354
1928-06-13;18.8899993896484;0.0299890530253315
1928-06-14;19.0499992370605;0.00847008219067424
1928-06-15;18.7399997711182;-0.0162729384964645
1928-06-18;18.3999996185303;-0.0181430179690767
