YYYYMMDD,VWID,VWI,EWID,EWI,SP500,YYYY,day
19330216,-0.020747,-0.021419,-0.015256,-0.015342,,1933,4
19330217,0.015072,0.014827,0.011811,0.011663,,1933,5
19330218,-0.003411,-0.003411,0.009654,0.009654,,1933,6
19330220,-0.027337,-0.027394,-0.023407,-0.023503,,1933,1
19330221,-0.006268,-0.006309,-0.003529,-0.003553,,1933,2
19330223,-0.040306,-0.04033,-0.025978,-0.025988,,1933,4
19330224,0.030173,0.030068,0.008897,0.008851,,1933,5
19330225,-0.047506,-0.047506,-0.027206,-0.027206,,1933,6
19330227,-0.012972,-0.012979,-0.025264,-0.025277,,1933,1
19330228,0.021503,0.020851,0.006236,0.006113,,1933,2
19330301,0.016143,0.015077,0.024052,0.023726,,1933,3
19330302,-0.018312,-0.018405,-0.016028,-0.016055,,1933,4
19330303,0.031071,0.030371,0.031817,0.03164,,1933,5
19330315,0.156838,0.152974,0.20302,0.201795,,1933,3
19330316,0.015153,0.014851,0.058125,0.058009,,1933,4
19330317,-0.035167,-0.035829,-0.025758,-0.025997,,1933,5
19330318,-0.002565,-0.002565,-0.000876,-0.000876,,1933,6
19330320,-0.013573,-0.013904,-0.006445,-0.006782,,1933,1
19330321,-0.044215,-0.044281,-0.037923,-0.038034,,1933,2
19330322,-0.012024,-0.012103,-0.015591,-0.015634,,1933,3
19330323,0.017346,0.017328,0.017284,0.017237,,1933,4
19330324,-0.004052,-0.004134,0.004028,0.003837,,1933,5
19330325,-0.005627,-0.005627,-0.001433,-0.001433,,1933,6
19330327,-0.02053,-0.020548,-0.01937,-0.019494,,1933,1
19330328,0.016334,0.016334,0.006904,0.006904,,1933,2
19330329,-0.01842,-0.01842,-0.012007,-0.012007,,1933,3
19330330,-0.004634,-0.004634,-0.012103,-0.012103,,1933,4
19330331,-0.027237,-0.02766,-0.014223,-0.014499,,1933,5
19330401,0.00508,0.00508,0.002902,0.002902,,1933,6
19330403,-0.001202,-0.001383,-0.001194,-0.001271,,1933,1
19330404,0.003626,0.003605,0.010512,0.010454,,1933,2
19330405,0.009918,0.009892,0.016886,0.016827,,1933,3
19330406,0.018616,0.018616,0.027235,0.027235,,1933,4
19330407,0.009977,0.00995,0.019959,0.019927,,1933,5
19330408,0.013505,0.013505,0.015824,0.015824,,1933,6
19330410,0.048575,0.04853,0.046488,0.046447,,1933,1
19330411,-0.007246,-0.007466,0.005656,0.005618,,1933,2
19330412,-0.015033,-0.015033,-0.011648,-0.011648,,1933,3
19330413,0.035769,0.03566,0.03192,0.031621,,1933,4
19330415,-0.002265,-0.002265,0.013344,0.013344,,1933,6
19330417,-0.020038,-0.020065,-0.012333,-0.012376,,1933,1
19330418,0.019618,0.019581,0.026737,0.026681,,1933,2
19330419,0.070632,0.070603,0.081316,0.081276,,1933,3
19330420,0.082987,0.082754,0.094165,0.093993,,1933,4
19330421,-0.035358,-0.035394,0.000057,0.000036,,1933,5
19330422,0.037002,0.037002,0.01785,0.01785,,1933,6
19330424,0.023747,0.023223,0.054474,0.054393,,1933,1
19330425,-0.022704,-0.022843,-0.014037,-0.014071,,1933,2
19330426,0.004799,0.004799,0.013691,0.013691,,1933,3
19330427,-0.00846,-0.00846,-0.002897,-0.002897,,1933,4
19330428,0.013213,0.013189,-0.000149,-0.000164,,1933,5
19330429,0.060017,0.060017,0.069048,0.069048,,1933,6
19330501,0.014292,0.014151,0.035907,0.035847,,1933,1
19330502,0.00101,0.00101,0.010982,0.010982,,1933,2
19330503,-0.001983,-0.001983,0.017902,0.017902,,1933,3
19330504,0.030145,0.030145,0.039907,0.039907,,1933,4
19330505,0.010614,0.010575,0.036169,0.036127,,1933,5
19330506,-0.027821,-0.027821,-0.018498,-0.018498,,1933,6
19330508,-0.014596,-0.014596,-0.003008,-0.003008,,1933,1
19330509,0.005659,0.005659,-0.008798,-0.008798,,1933,2
19330510,0.048654,0.04831,0.06527,0.065183,,1933,3
19330511,0.031307,0.030846,0.055588,0.055572,,1933,4
19330512,0.001652,0.00125,0.014019,0.013997,,1933,5
19330513,-0.018254,-0.018254,0.002768,0.002768,,1933,6
19330515,-0.010382,-0.010938,0.012957,0.012646,,1933,1
19330516,0.01985,0.019288,0.036883,0.036788,,1933,2
19330517,0.013781,0.013781,0.038412,0.038412,,1933,3
19330518,-0.003783,-0.003785,0.010678,0.010665,,1933,4
19330519,-0.005548,-0.005609,0.012039,0.011947,,1933,5
19330520,-0.017005,-0.017005,-0.019333,-0.019333,,1933,6
19330522,-0.001864,-0.001892,-0.00863,-0.008647,,1933,1
19330523,0.036176,0.036176,0.049273,0.049273,,1933,2
19330524,0.020467,0.020467,0.030642,0.030642,,1933,3
19330525,-0.00564,-0.005872,0.002209,0.002189,,1933,4
19330526,0.02882,0.028812,0.030413,0.030397,,1933,5
19330527,0.036769,0.036769,0.040396,0.040396,,1933,6
19330529,0.016288,0.016234,0.03889,0.038874,,1933,1
19330531,-0.009396,-0.009769,0.007829,0.007719,,1933,3
19330601,0.014292,0.013946,0.028177,0.028045,,1933,4
19330602,0.038315,0.038095,0.053857,0.053794,,1933,5
19330603,-0.025113,-0.025113,-0.01052,-0.01052,,1933,6
19330605,0.019834,0.019595,0.035325,0.035238,,1933,1
19330606,-0.003132,-0.003132,0.014026,0.013973,,1933,2
19330607,0.016549,0.016549,0.03368,0.03368,,1933,3
19330608,0.005261,0.00506,0.007381,0.007327,,1933,4
19330609,0.009921,0.009867,0.002798,0.002685,,1933,5
19330610,0.007413,0.007413,0.008126,0.008126,,1933,6
19330612,0.0356,0.035504,0.033399,0.033303,,1933,1
19330613,-0.025077,-0.025122,-0.013128,-0.013164,,1933,2
19330614,-0.014735,-0.014747,-0.036203,-0.036243,,1933,3
19330615,-0.06344,-0.06366,-0.060332,-0.060624,,1933,4
19330616,0.001912,0.001344,-0.027271,-0.02751,,1933,5
19330617,0.01641,0.01641,0.040843,0.040843,,1933,6
19330619,0.073445,0.073357,0.104127,0.103994,,1933,1
19330620,-0.013527,-0.015175,-0.005114,-0.005347,,1933,2
19330621,0.00828,0.008274,0.013123,0.013102,,1933,3
19330622,-0.035053,-0.035161,-0.039552,-0.039645,,1933,4
19330623,0.029269,0.029225,0.022532,0.02246,,1933,5
19330624,0.004543,0.004543,0.011772,0.011772,,1933,6
19330626,0.026534,0.026531,0.027536,0.027514,,1933,1
19330627,0.0101,0.0101,0.014594,0.014594,,1933,2
19330628,-0.011387,-0.011387,-0.014963,-0.014963,,1933,3
19330629,-0.009704,-0.009704,-0.005607,-0.005607,,1933,4
19330630,0.016443,0.016034,0.018625,0.018357,,1933,5
19330701,0.0244,0.0244,0.032504,0.032504,,1933,6
19330703,0.035401,0.035314,0.04031,0.040268,,1933,1
19330705,-0.004594,-0.004614,0.000713,0.000669,,1933,3
19330706,0.025402,0.025402,0.035352,0.035352,,1933,4
19330707,0.004836,0.004823,0.005498,0.005489,,1933,5
19330708,-0.001444,-0.001444,0.006153,0.006153,,1933,6
19330710,-0.008102,-0.008125,-0.001062,-0.001088,,1933,1
19330711,-0.010201,-0.010313,0.001132,0.001115,,1933,2
19330712,0.012342,0.012342,0.008395,0.008395,,1933,3
19330713,0.013913,0.013902,0.018251,0.018244,,1933,4
19330714,-0.01251,-0.012565,-0.008034,-0.008183,,1933,5
19330715,0.006091,0.006091,0.007532,0.007532,,1933,6
19330717,0.01927,0.019223,0.029053,0.029005,,1933,1
19330718,0.004441,0.004434,0.005422,0.005405,,1933,2
19330719,-0.048258,-0.048265,-0.052836,-0.052887,,1933,3
19330720,-0.084973,-0.085147,-0.093141,-0.093277,,1933,4
19330721,-0.093272,-0.093301,-0.135468,-0.135511,,1933,5
19330722,0.003603,0.003603,-0.019023,-0.019023,,1933,6
19330724,0.080367,0.080271,0.12487,0.124845,,1933,1
19330725,-0.013365,-0.013554,0.012915,0.012866,,1933,2
19330726,0.022833,0.022833,0.022324,0.022324,,1933,3
19330727,0.007338,0.007338,0.012808,0.012808,,1933,4
19330728,-0.020931,-0.020951,-0.01653,-0.01654,,1933,5
19330731,-0.046506,-0.046527,-0.063318,-0.063354,,1933,1
19330801,0.028998,0.028906,0.032326,0.032284,,1933,2
19330802,0.023622,0.023622,0.026872,0.026872,,1933,3
19330803,-0.008588,-0.008592,-0.001493,-0.001529,,1933,4
19330804,-0.02072,-0.02072,-0.02585,-0.02585,,1933,5
19330807,-0.006178,-0.006592,-0.013871,-0.013927,,1933,1
19330808,0.029596,0.029596,0.023584,0.023584,,1933,2
19330809,0.039611,0.039611,0.047834,0.047834,,1933,3
19330810,-0.01181,-0.012226,-0.002323,-0.002432,,1933,4
19330811,-0.002765,-0.002811,-0.006208,-0.006231,,1933,5
19330814,-0.012211,-0.012217,-0.015621,-0.015631,,1933,1
19330815,0.000541,0.000015,0.005285,0.004983,,1933,2
19330816,-0.025474,-0.025474,-0.030143,-0.030143,,1933,3
19330817,0.05396,0.053574,0.047724,0.047712,,1933,4
19330818,-0.014617,-0.014649,-0.002314,-0.002374,,1933,5
19330821,0.01845,0.018416,0.018784,0.018735,,1933,1
19330822,0.013909,0.013909,0.011659,0.011659,,1933,2
19330823,-0.010327,-0.010327,-0.003284,-0.003284,,1933,3
19330824,0.006338,0.006338,-0.001436,-0.001436,,1933,4
19330825,0.034566,0.034547,0.031735,0.031712,,1933,5
19330828,-0.001433,-0.001433,-0.000544,-0.000544,,1933,1
19330829,-0.007659,-0.007659,-0.008099,-0.008099,,1933,2
19330830,-0.008464,-0.008481,-0.006859,-0.006885,,1933,3
19330831,-0.000216,-0.000541,0.00285,0.002792,,1933,4
19330901,0.012912,0.012538,0.012608,0.012363,,1933,5
19330905,-0.031258,-0.031456,-0.024274,-0.024343,,1933,2
19330906,-0.0014,-0.001404,-0.013432,-0.013461,,1933,3
19330907,-0.011123,-0.011235,-0.005077,-0.005095,,1933,4
19330908,-0.000725,-0.000985,-0.007234,-0.007378,,1933,5
19330909,-0.000709,-0.000709,0.001403,0.001403,,1933,6
19330911,0.039938,0.039824,0.035028,0.034903,,1933,1
19330912,-0.00413,-0.004147,0.002,0.001944,,1933,2
19330913,0.004344,0.004344,0.002761,0.002761,,1933,3
19330914,0.004308,0.002601,0.007466,0.006951,,1933,4
19330915,-0.026779,-0.027156,-0.027446,-0.027584,,1933,5
19330916,0.0248,0.0248,0.019009,0.019009,,1933,6
19330918,-0.008502,-0.008547,-0.004068,-0.004139,,1933,1
19330919,0.001777,0.001584,-0.005632,-0.005735,,1933,2
19330920,-0.027927,-0.02801,-0.026115,-0.026241,,1933,3
19330921,-0.061652,-0.061849,-0.074533,-0.074576,,1933,4
19330922,0.019758,0.019724,0.007788,0.007723,,1933,5
19330923,0.014949,0.014949,0.02875,0.02875,,1933,6
19330925,-0.020031,-0.020031,-0.019686,-0.019686,,1933,1
19330926,-0.008878,-0.008878,-0.003758,-0.003758,,1933,2
19330927,-0.041362,-0.041363,-0.04254,-0.042551,,1933,3
19330928,0.012908,0.012487,-0.001708,-0.001882,,1933,4
19330929,-0.00474,-0.004757,0.005197,0.005094,,1933,5
19330930,0.007727,0.007727,-0.002435,-0.002435,,1933,6
19331002,-0.017828,-0.017833,-0.005282,-0.005309,,1933,1
19331003,0.00354,0.00354,-0.002988,-0.002988,,1933,2
19331004,0.056798,0.056765,0.055374,0.055336,,1933,3
19331005,-0.0094,-0.009415,-0.003401,-0.003416,,1933,4
19331006,-0.01062,-0.010625,-0.013475,-0.013483,,1933,5
19331007,0.006565,0.006565,0.006547,0.006547,,1933,6
19331009,0.016604,0.016355,0.014736,0.014635,,1933,1
19331010,-0.0088,-0.008939,-0.00282,-0.002843,,1933,2
19331011,-0.00077,-0.000822,-0.001362,-0.001442,,1933,3
19331013,-0.033734,-0.033864,-0.029259,-0.029467,,1933,5
19331014,-0.000919,-0.000919,-0.008139,-0.008139,,1933,6
19331016,-0.059852,-0.059852,-0.06698,-0.06698,,1933,1
19331017,0.026246,0.026244,0.007322,0.00729,,1933,2
19331018,-0.043051,-0.043093,-0.040571,-0.04059,,1933,3
19331019,-0.045954,-0.046177,-0.059378,-0.059626,,1933,4
19331020,0.024788,0.024777,0.015054,0.015033,,1933,5
19331021,-0.030074,-0.030074,-0.013338,-0.013338,,1933,6
19331023,0.050692,0.050586,0.062648,0.062621,,1933,1
19331024,0.037688,0.037436,0.0402,0.040134,,1933,2
19331025,0.027336,0.027336,0.042757,0.042757,,1933,3
19331026,-0.020229,-0.020229,-0.015555,-0.015555,,1933,4
19331027,0.012494,0.012449,0.008912,0.008893,,1933,5
19331028,-0.013098,-0.013098,-0.00725,-0.00725,,1933,6
19331030,-0.035317,-0.03534,-0.030061,-0.030101,,1933,1
19331031,-0.009502,-0.009613,-0.019364,-0.019455,,1933,2
19331101,0.012211,0.012211,0.006324,0.006324,,1933,3
19331102,0.015371,0.015363,0.017958,0.017898,,1933,4
19331103,0.03088,0.030812,0.024138,0.024094,,1933,5
19331104,-0.001865,-0.001865,0.009204,0.009204,,1933,6
19331106,-0.007946,-0.007946,-0.009256,-0.009256,,1933,1
19331108,0.035408,0.035408,0.028397,0.028397,,1933,3
19331109,0.007772,0.006997,0.026804,0.026666,,1933,4
19331110,-0.013519,-0.013519,-0.018939,-0.018939,,1933,5
19331111,0.01066,0.01066,0.007685,0.007685,,1933,6
19331113,-0.001776,-0.001781,0.004555,0.004546,,1933,1
19331114,-0.007756,-0.008714,-0.004256,-0.00459,,1933,2
19331115,-0.008727,-0.009536,-0.016571,-0.016594,,1933,3
19331116,0.044789,0.04447,0.031984,0.031862,,1933,4
19331117,-0.010421,-0.010492,0.000476,0.000368,,1933,5
19331118,0.001102,0.001102,0.001105,0.001105,,1933,6
19331120,0.026245,0.026212,0.018268,0.01825,,1933,1
19331121,-0.010593,-0.010593,-0.000238,-0.000238,,1933,2
19331122,-0.005583,-0.005583,-0.01082,-0.01082,,1933,3
19331123,-0.016493,-0.016507,-0.018047,-0.018053,,1933,4
19331124,0.011267,0.011267,0.015325,0.015325,,1933,5
19331125,0.003049,0.003049,0.003547,0.003547,,1933,6
19331127,-0.032419,-0.032426,-0.031849,-0.031866,,1933,1
19331128,-0.000402,-0.001297,-0.006824,-0.006919,,1933,2
19331129,0.018138,0.017396,0.013564,0.013172,,1933,3
19331201,0.003695,0.003511,0.006221,0.006175,,1933,5
19331202,0.000194,0.000194,-0.001666,-0.001666,,1933,6
19331204,-0.002396,-0.002507,-0.003107,-0.003188,,1933,1
19331205,0.028636,0.028625,0.02863,0.028611,,1933,2
19331206,-0.005678,-0.005687,0.001213,0.00119,,1933,3
19331207,0.007363,0.007081,0.011417,0.011227,,1933,4
19331208,-0.009282,-0.009397,-0.009126,-0.009249,,1933,5
19331209,0.01903,0.01903,0.022753,0.022753,,1933,6
19331211,0.003214,0.003115,0.012922,0.012829,,1933,1
19331212,-0.004444,-0.004465,-0.005941,-0.005984,,1933,2
19331213,-0.010239,-0.010261,-0.008844,-0.00896,,1933,3
19331214,0.003328,0.001365,0.004754,0.004071,,1933,4
19331215,-0.013856,-0.014374,-0.012696,-0.012913,,1933,5
19331216,-0.017013,-0.017013,-0.013174,-0.013174,,1933,6
19331218,-0.012736,-0.01276,-0.022309,-0.022362,,1933,1
19331219,-0.002704,-0.002905,-0.009863,-0.010066,,1933,2
19331220,-0.017673,-0.017751,-0.027415,-0.027486,,1933,3
19331221,-0.000591,-0.000682,-0.00252,-0.002689,,1933,4
19331222,0.027365,0.027365,0.034438,0.034438,,1933,5
19331223,-0.003556,-0.003556,0.003572,0.003572,,1933,6
19331226,-0.022719,-0.022719,-0.033458,-0.033458,,1933,2
19331227,0.007225,0.007225,-0.005679,-0.005679,,1933,3
19331228,0.034291,0.033934,0.056139,0.055903,,1933,4
19331229,-0.002974,-0.003166,0.005602,0.005497,,1933,5
19331230,0.011734,0.011734,0.019008,0.019008,,1933,6
19340102,0.001223,0.001192,0.012389,0.012294,,1934,2
19340103,-0.011867,-0.011867,-0.008716,-0.008716,,1934,3
19340104,-0.003045,-0.003085,-0.000677,-0.000758,,1934,4
19340105,-0.010809,-0.010809,-0.008118,-0.008118,,1934,5
19340106,-0.002851,-0.002851,0.001825,0.001825,,1934,6
19340108,-0.000202,-0.000202,-0.001574,-0.001574,,1934,1
19340109,0.011914,0.011894,0.011999,0.011974,,1934,2
19340110,0.026009,0.025872,0.023813,0.02379,,1934,3
19340111,0.005841,0.005604,0.014277,0.014091,,1934,4
19340112,-0.007591,-0.00779,0.008312,0.007863,,1934,5
19340113,-0.000565,-0.000565,-0.00192,-0.00192,,1934,6
19340115,0.054927,0.054821,0.06387,0.063844,,1934,1
19340116,0.004893,0.004886,0.023783,0.02372,,1934,2
19340117,-0.000605,-0.000651,0.008637,0.008602,,1934,3
19340118,-0.0013,-0.001609,0.006882,0.006585,,1934,4
19340119,0.026767,0.026767,0.042457,0.042457,,1934,5
19340120,0.00214,0.00214,0.014639,0.014639,,1934,6
19340122,-0.00297,-0.002986,0.00097,0.000963,,1934,1
19340123,0.013663,0.013579,0.019336,0.019318,,1934,2
19340124,0.0064,0.006185,0.013346,0.013277,,1934,3
19340125,-0.002274,-0.002274,-0.000548,-0.000548,,1934,4
19340126,-0.00444,-0.00444,0.003295,0.003295,,1934,5
19340127,-0.001418,-0.001418,-0.000567,-0.000567,,1934,6
19340129,0.017768,0.017735,0.030396,0.030354,,1934,1
19340130,0.013987,0.013927,0.025211,0.025129,,1934,2
19340131,-0.012645,-0.012732,-0.009998,-0.010089,,1934,3
19340201,0.023473,0.02318,0.031024,0.030985,,1934,4
19340202,-0.001273,-0.001319,-0.002483,-0.002583,,1934,5
19340203,0.012243,0.012243,0.019111,0.019111,,1934,6
19340205,0.018249,0.018249,0.025314,0.025314,,1934,1
19340206,-0.000874,-0.000879,0.006475,0.006454,,1934,2
19340207,-0.029214,-0.029214,-0.035035,-0.035035,,1934,3
19340208,0.005823,0.005372,0.006022,0.005891,,1934,4
19340209,-0.025835,-0.025848,-0.024738,-0.024766,,1934,5
19340210,-0.005632,-0.005632,-0.017078,-0.017078,,1934,6
19340213,0.007427,0.007416,0.015814,0.015768,,1934,2
19340214,0.007988,0.006945,0.011357,0.011032,,1934,3
19340215,0.019798,0.019546,0.035529,0.035425,,1934,4
19340216,0.003142,0.003139,0.014332,0.014305,,1934,5
19340217,0.00321,0.00321,0.005214,0.005214,,1934,6
19340219,-0.01563,-0.015666,-0.012368,-0.012401,,1934,1
19340220,0.003993,0.00396,0.005798,0.005776,,1934,2
19340221,0.003388,0.003238,0.009587,0.009569,,1934,3
19340223,-0.025227,-0.02525,-0.029593,-0.029621,,1934,5
19340224,-0.014871,-0.014871,-0.020951,-0.020951,,1934,6
19340226,-0.020004,-0.020004,-0.028644,-0.028644,,1934,1
19340227,0.008256,0.00762,0.009431,0.009284,,1934,2
19340228,-0.000561,-0.000985,0.005613,0.005453,,1934,3
19340301,-0.002488,-0.002569,-0.007956,-0.00797,,1934,4
19340302,0.030317,0.030184,0.039179,0.039119,,1934,5
19340303,-0.000927,-0.000927,0.003509,0.003509,,1934,6
19340305,-0.003978,-0.003983,-0.003885,-0.003914,,1934,1
19340306,-0.00891,-0.00891,-0.006333,-0.006333,,1934,2
19340307,-0.024345,-0.024702,-0.025881,-0.025969,,1934,3
19340308,0.016523,0.016214,0.013342,0.013185,,1934,4
19340309,-0.002126,-0.002224,0.005816,0.005677,,1934,5
19340310,0.00121,0.00121,0.003448,0.003448,,1934,6
19340312,0.01667,0.01664,0.015914,0.015883,,1934,1
19340313,0.00119,0.001015,0.005677,0.005588,,1934,2
19340314,0.000048,-0.001535,0.003975,0.003566,,1934,3
19340315,-0.014455,-0.01504,-0.016927,-0.017207,,1934,4
19340316,0.002788,0.002758,0.005842,0.005786,,1934,5
19340317,-0.009373,-0.009373,-0.007143,-0.007143,,1934,6
19340319,-0.022834,-0.023026,-0.029355,-0.029499,,1934,1
19340320,0.015384,0.015374,0.009645,0.00961,,1934,2
19340321,-0.016004,-0.016155,-0.015212,-0.015306,,1934,3
19340322,0.016368,0.016318,0.013905,0.01381,,1934,4
19340323,-0.006578,-0.006636,-0.001122,-0.001229,,1934,5
19340324,0.014766,0.014766,0.01339,0.01339,,1934,6
19340326,0.000328,0.000319,0.001393,0.001356,,1934,1
19340327,-0.027476,-0.027476,-0.038187,-0.038187,,1934,2
19340328,0.002856,0.002636,0.010714,0.010533,,1934,3
19340329,0.015646,0.015508,0.015632,0.015547,,1934,4
19340331,0.012683,0.012683,0.016183,0.016183,,1934,6
19340402,0.002619,0.002615,0.00982,0.009802,,1934,1
19340403,0.00874,0.00874,0.009608,0.009608,,1934,2
19340404,0.004068,0.004048,0.009347,0.009313,,1934,3
19340405,0.001683,0.001683,-0.000665,-0.000733,,1934,4
19340406,0.002845,0.002845,-0.000364,-0.000364,,1934,5
19340407,-0.001218,-0.001218,0.000802,0.000802,,1934,6
19340409,-0.003569,-0.003619,-0.000778,-0.000925,,1934,1
19340410,0.013055,0.012932,0.012664,0.012628,,1934,2
19340411,0.000575,0.000526,0.001906,0.001866,,1934,3
19340412,-0.002469,-0.002492,-0.001888,-0.001943,,1934,4
19340413,-0.002787,-0.002903,0.001019,0.000814,,1934,5
19340414,-0.000888,-0.000888,-0.001921,-0.001921,,1934,6
19340416,-0.015714,-0.015732,-0.020982,-0.021024,,1934,1
19340417,0.010031,0.010031,0.010611,0.010611,,1934,2
19340418,0.014252,0.014214,0.021803,0.021761,,1934,3
19340419,0.000669,0.000479,0.002654,0.002457,,1934,4
19340420,0.012884,0.012698,0.019388,0.019372,,1934,5
19340421,-0.002909,-0.002909,0.000117,0.000117,,1934,6
19340423,-0.004063,-0.004221,-0.00103,-0.001061,,1934,1
19340424,-0.006907,-0.007079,-0.00711,-0.00722,,1934,2
19340425,-0.004699,-0.004699,-0.0044,-0.0044,,1934,3
19340426,-0.013308,-0.013308,-0.011628,-0.011628,,1934,4
19340427,0.001643,0.001519,0.001513,0.001442,,1934,5
19340428,-0.008366,-0.008366,-0.007449,-0.007449,,1934,6
19340430,-0.023549,-0.023637,-0.03159,-0.031662,,1934,1
19340501,-0.001689,-0.001689,-0.008931,-0.008931,,1934,2
19340502,-0.019152,-0.019152,-0.01642,-0.01642,,1934,3
19340503,0.001926,0.001901,-0.000907,-0.000975,,1934,4
19340504,0.002764,0.002697,0.009125,0.009078,,1934,5
19340505,-0.01568,-0.01568,-0.020881,-0.020881,,1934,6
19340507,-0.034394,-0.034394,-0.049554,-0.049554,,1934,1
19340508,0.021426,0.02142,0.017051,0.017029,,1934,2
19340509,-0.013049,-0.013285,-0.003688,-0.003776,,1934,3
19340510,-0.021698,-0.022068,-0.033512,-0.033547,,1934,4
19340511,-0.009612,-0.009617,-0.006763,-0.006772,,1934,5
19340512,-0.014445,-0.014445,-0.024277,-0.024277,,1934,6
19340514,0.001829,0.001349,-0.008379,-0.008716,,1934,1
19340515,0.020725,0.020464,0.036099,0.036023,,1934,2
19340516,-0.003388,-0.003781,0.0059,0.005879,,1934,3
19340517,0.040478,0.040399,0.046509,0.046452,,1934,4
19340518,-0.009855,-0.009893,-0.002835,-0.002902,,1934,5
19340519,-0.001196,-0.001196,-0.002926,-0.002926,,1934,6
19340521,0.002799,0.002787,0.000467,0.000448,,1934,1
19340522,-0.017984,-0.017984,-0.016993,-0.016993,,1934,2
19340523,-0.011095,-0.011095,-0.013794,-0.013794,,1934,3
19340524,0.00407,0.004046,0.003968,0.003954,,1934,4
19340525,0.009591,0.00958,0.007127,0.007103,,1934,5
19340526,0.006608,0.006608,0.007423,0.007423,,1934,6
19340528,0.007093,0.007091,0.005956,0.005939,,1934,1
19340529,-0.004145,-0.004751,-0.006342,-0.006471,,1934,2
19340531,-0.014252,-0.014931,-0.014304,-0.014545,,1934,4
19340601,-0.021192,-0.021395,-0.016848,-0.016948,,1934,5
19340602,-0.003228,-0.003228,-0.007786,-0.007786,,1934,6
19340604,0.014345,0.014177,0.014454,0.014401,,1934,1
19340605,0.021276,0.021276,0.020606,0.020606,,1934,2
19340606,0.003292,0.003292,0.00607,0.00607,,1934,3
19340607,-0.002242,-0.002535,-0.00358,-0.003732,,1934,4
19340608,0.042144,0.042071,0.04107,0.040984,,1934,5
19340609,0.005542,0.005542,0.01471,0.01471,,1934,6
19340611,-0.011702,-0.011814,-0.013106,-0.013268,,1934,1
19340612,0.012317,0.012219,0.010359,0.010277,,1934,2
19340613,0.000727,0.000647,0.002116,0.00204,,1934,3
19340614,-0.015974,-0.017913,-0.016676,-0.017296,,1934,4
19340615,0.016745,0.016389,0.008049,0.007836,,1934,5
19340616,0.014321,0.014321,0.015017,0.015017,,1934,6
19340618,-0.000395,-0.000425,0.000027,-0.000011,,1934,1
19340619,-0.015395,-0.015578,-0.01294,-0.013042,,1934,2
19340620,-0.010054,-0.010181,-0.010125,-0.010237,,1934,3
19340621,-0.008119,-0.008221,-0.006766,-0.006894,,1934,4
19340622,-0.020336,-0.02034,-0.025208,-0.025218,,1934,5
19340623,0.007028,0.007028,0.008019,0.008019,,1934,6
19340625,-0.008718,-0.008718,-0.009375,-0.009375,,1934,1
19340626,0.018184,0.018184,0.009255,0.009255,,1934,2
19340627,-0.000778,-0.000778,0.003364,0.003364,,1934,3
19340628,0.005115,0.004633,0.001432,0.001151,,1934,4
19340629,-0.015669,-0.015747,-0.009953,-0.010018,,1934,5
19340630,0.000463,0.000463,-0.000888,-0.000888,,1934,6
19340702,-0.012214,-0.012215,-0.017126,-0.01714,,1934,1
19340703,-0.001223,-0.001284,-0.002889,-0.002951,,1934,2
19340705,0.015683,0.015667,0.013762,0.013745,,1934,4
19340706,0.00746,0.00746,0.004752,0.004752,,1934,5
19340707,-0.001283,-0.001283,0.000247,0.000247,,1934,6
19340709,-0.000648,-0.000687,-0.002074,-0.002151,,1934,1
19340710,0.00822,0.008102,0.009414,0.009375,,1934,2
19340711,0.004619,0.00449,0.004445,0.004403,,1934,3
19340712,-0.007482,-0.007529,-0.008796,-0.008911,,1934,4
19340713,0.000028,-0.000109,-0.001741,-0.002088,,1934,5
19340714,0.001435,0.001435,0.005376,0.005376,,1934,6
19340716,-0.020444,-0.020469,-0.022823,-0.02299,,1934,1
19340717,-0.004388,-0.004388,-0.010334,-0.010334,,1934,2
19340718,0.014153,0.014114,0.011039,0.011018,,1934,3
19340719,-0.009619,-0.009812,-0.009101,-0.009307,,1934,4
19340720,-0.02589,-0.025906,-0.036299,-0.036336,,1934,5
19340721,-0.004484,-0.004484,-0.016004,-0.016004,,1934,6
19340723,-0.033557,-0.03365,-0.055966,-0.055989,,1934,1
19340724,-0.01095,-0.011212,-0.024164,-0.02424,,1934,2
19340725,0.00652,0.00652,0.005428,0.005428,,1934,3
19340726,-0.071553,-0.071553,-0.089736,-0.089736,,1934,4
19340727,0.023326,0.023285,0.025338,0.025291,,1934,5
19340728,0.015009,0.015009,0.043755,0.043755,,1934,6
19340730,-0.005472,-0.005737,-0.001578,-0.001694,,1934,1
19340731,0.001701,0.001318,0.003652,0.003486,,1934,2
19340801,0.030095,0.030095,0.043434,0.043434,,1934,3
19340802,0.004687,0.004655,0.011882,0.011797,,1934,4
19340803,-0.009311,-0.009433,0.000425,0.000345,,1934,5
19340804,-0.018416,-0.018416,-0.017448,-0.017448,,1934,6
19340806,-0.004042,-0.004042,-0.009396,-0.009396,,1934,1
19340807,-0.002652,-0.002653,-0.000833,-0.000851,,1934,2
19340808,0.017589,0.017581,0.022784,0.022761,,1934,3
19340809,0.02999,0.029227,0.031286,0.031131,,1934,4
19340810,-0.016666,-0.016681,-0.006482,-0.006533,,1934,5
19340811,-0.000238,-0.000238,-0.002793,-0.002793,,1934,6
19340813,0.024625,0.02462,0.026002,0.025993,,1934,1
19340814,-0.008677,-0.009147,-0.005997,-0.006254,,1934,2
